park_states,park_parkCode,park_designation,park_fullName,park_url,park_name,id,name
ME,acad,National Park,Acadia National Park,https://www.nps.gov/acad/index.htm,Acadia,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,afbg,National Monument,African Burial Ground National Monument,https://www.nps.gov/afbg/index.htm,African Burial Ground,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NE,agfo,National Monument,Agate Fossil Beds National Monument,https://www.nps.gov/agfo/index.htm,Agate Fossil Beds,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TX,alfl,National Monument,Alibates Flint Quarries National Monument,https://www.nps.gov/alfl/index.htm,Alibates Flint Quarries,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
HI,alka,National Historic Trail,Ala Kahakai National Historic Trail,https://www.nps.gov/alka/index.htm,Ala Kahakai,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
PA,alpo,National Historic Site,Allegheny Portage Railroad National Historic Site,https://www.nps.gov/alpo/index.htm,Allegheny Portage Railroad,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MP,amme,Park,American Memorial Park,https://www.nps.gov/amme/index.htm,American Memorial,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TN,anjo,National Historic Site,Andrew Johnson National Historic Site,https://www.nps.gov/anjo/index.htm,Andrew Johnson,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VA,apco,National Historical Park,Appomattox Court House National Historical Park,https://www.nps.gov/apco/index.htm,Appomattox Court House,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
UT,arch,National Park,Arches National Park,https://www.nps.gov/arch/index.htm,Arches,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AR,arpo,National Memorial,Arkansas Post National Memorial,https://www.nps.gov/arpo/index.htm,Arkansas Post,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"MD,VA",asis,National Seashore,Assateague Island National Seashore,https://www.nps.gov/asis/index.htm,Assateague Island,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NM,azru,National Monument,Aztec Ruins National Monument,https://www.nps.gov/azru/index.htm,Aztec Ruins,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NM,band,National Monument,Bandelier National Monument,https://www.nps.gov/band/index.htm,Bandelier,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CO,beol,National Historic Site,Bent's Old Fort National Historic Site,https://www.nps.gov/beol/index.htm,Bent's Old Fort,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"MT,WY",bica,National Recreation Area,Bighorn Canyon National Recreation Area,https://www.nps.gov/bica/index.htm,Bighorn Canyon,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
FL,bicy,National Preserve,Big Cypress National Preserve,https://www.nps.gov/bicy/index.htm,Big Cypress,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MT,biho,National Battlefield,Big Hole National Battlefield,https://www.nps.gov/biho/index.htm,Big Hole,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"KY,TN",biso,National River & Recreation Area,Big South Fork National River & Recreation Area,https://www.nps.gov/biso/index.htm,Big South Fork,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"NC,VA",blri,Parkway,Blue Ridge Parkway,https://www.nps.gov/blri/index.htm,Blue Ridge,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MA,boha,National Recreation Area,Boston Harbor Islands National Recreation Area,https://www.nps.gov/boha/index.htm,Boston Harbor Islands,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VA,bowa,National Monument,Booker T Washington National Monument,https://www.nps.gov/bowa/index.htm,Booker T Washington,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,cacl,National Monument,Castle Clinton National Monument,https://www.nps.gov/cacl/index.htm,Castle Clinton,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,cagr,National Monument,Casa Grande Ruins National Monument,https://www.nps.gov/cagr/index.htm,Casa Grande Ruins,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,cahi,,Capitol Hill Parks,https://www.nps.gov/cahi/index.htm,Capitol Hill Parks,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"VA,MD,DE,DC,PA,NY",cajo,National Historic Trail,Captain John Smith Chesapeake National Historic Trail,https://www.nps.gov/cajo/index.htm,Captain John Smith Chesapeake,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
UT,care,National Park,Capitol Reef National Park,https://www.nps.gov/care/index.htm,Capitol Reef,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
LA,cari,National Historical Park,Cane River Creole National Historical Park,https://www.nps.gov/cari/index.htm,Cane River Creole,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NC,carl,National Historic Site,Carl Sandburg Home National Historic Site,https://www.nps.gov/carl/index.htm,Carl Sandburg Home,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
UT,cebr,National Monument,Cedar Breaks National Monument,https://www.nps.gov/cebr/index.htm,Cedar Breaks,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TX,cham,National Memorial,Chamizal National Memorial,https://www.nps.gov/cham/index.htm,Chamizal,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VI,chri,National Historic Site,Christiansted National Historic Site,https://www.nps.gov/chri/index.htm,Christiansted,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AR,chsc,National Historic Site,Little Rock Central High School National Historic Site,https://www.nps.gov/chsc/index.htm,Little Rock Central High School,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VA,colo,National Historical Park,Colonial National Historical Park,https://www.nps.gov/colo/index.htm,Colonial,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
OH,cuva,National Park,Cuyahoga Valley National Park,https://www.nps.gov/cuva/index.htm,Cuyahoga Valley,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"DC,MD,VA",cwdw,,Civil War Defenses of Washington,https://www.nps.gov/cwdw/index.htm,Civil War Defenses of Washington,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AK,dena,National Park & Preserve,Denali National Park & Preserve,https://www.nps.gov/dena/index.htm,Denali,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"NJ,PA",dewa,National Recreation Area,Delaware Water Gap National Recreation Area,https://www.nps.gov/dewa/index.htm,Delaware Water Gap,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"NM,TX",elca,National Historic Trail,El Camino Real de Tierra Adentro National Historic Trail,https://www.nps.gov/elca/index.htm,El Camino Real de Tierra Adentro,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NM,elma,National Monument,El Malpais National Monument,https://www.nps.gov/elma/index.htm,El Malpais,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NM,elmo,National Monument,El Morro National Monument,https://www.nps.gov/elmo/index.htm,El Morro,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CA,euon,National Historic Site,Eugene O'Neill National Historic Site,https://www.nps.gov/euon/index.htm,Eugene O'Neill,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,feha,National Memorial,Federal Hall National Memorial,https://www.nps.gov/feha/index.htm,Federal Hall,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,fiis,National Seashore,Fire Island National Seashore,https://www.nps.gov/fiis/index.htm,Fire Island,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TX,foda,National Historic Site,Fort Davis National Historic Site,https://www.nps.gov/foda/index.htm,Fort Davis,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,fodu,,Fort Dupont Park,https://www.nps.gov/fodu/index.htm,Fort Dupont Park,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MD,fomc,National Monument and Historic Shrine,Fort McHenry National Monument and Historic Shrine,https://www.nps.gov/fomc/index.htm,Fort McHenry,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CA,fopo,National Historic Site,Fort Point National Historic Site,https://www.nps.gov/fopo/index.htm,Fort Point,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NC,fora,National Historic Site,Fort Raleigh National Historic Site,https://www.nps.gov/fora/index.htm,Fort Raleigh,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,fost,National Monument,Fort Stanwix National Monument,https://www.nps.gov/fost/index.htm,Fort Stanwix,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,foth,,Ford's Theatre,https://www.nps.gov/foth/index.htm,Ford's Theatre,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"MT,ND",fous,National Historic Site,Fort Union Trading Post National Historic Site,https://www.nps.gov/fous/index.htm,Fort Union Trading Post,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"OR,WA",fova,National Historic Site,Fort Vancouver National Historic Site,https://www.nps.gov/fova/index.htm,Fort Vancouver,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
PA,gett,National Military Park,Gettysburg National Military Park,https://www.nps.gov/gett/index.htm,Gettysburg,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VA,gewa,National Monument,George Washington Birthplace National Monument,https://www.nps.gov/gewa/index.htm,George Washington Birthplace,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MT,glac,National Park,Glacier National Park,https://www.nps.gov/glac/index.htm,Glacier,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AK,glba,National Park & Preserve,Glacier Bay National Park & Preserve,https://www.nps.gov/glba/index.htm,Glacier Bay,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MD,glec,Park,Glen Echo Park,https://www.nps.gov/glec/index.htm,Glen Echo,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CA,goga,National Recreation Area,Golden Gate National Recreation Area,https://www.nps.gov/goga/index.htm,Golden Gate,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,grca,National Park,Grand Canyon National Park,https://www.nps.gov/grca/index.htm,Grand Canyon,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MT,grko,National Historic Site,Grant-Kohrs Ranch National Historic Site,https://www.nps.gov/grko/index.htm,Grant-Kohrs Ranch,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MN,grpo,National Monument,Grand Portage National Monument,https://www.nps.gov/grpo/index.htm,Grand Portage,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CO,grsa,National Park & Preserve,Great Sand Dunes National Park & Preserve,https://www.nps.gov/grsa/index.htm,Great Sand Dunes,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"NC,TN",grsm,National Park,Great Smoky Mountains National Park,https://www.nps.gov/grsm/index.htm,Great Smoky Mountains,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
WY,grte,National Park,Grand Teton National Park,https://www.nps.gov/grte/index.htm,Grand Teton,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NC,guco,National Military Park,Guilford Courthouse National Military Park,https://www.nps.gov/guco/index.htm,Guilford Courthouse,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MO,gwca,National Monument,George Washington Carver National Monument,https://www.nps.gov/gwca/index.htm,George Washington Carver,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"DC,MD,VA",gwmp,Memorial Parkway,George Washington Memorial Parkway,https://www.nps.gov/gwmp/index.htm,George Washington,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,hagr,National Memorial,Hamilton Grange National Memorial,https://www.nps.gov/hagr/index.htm,Hamilton Grange,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MD,hamp,National Historic Site,Hampton National Historic Site,https://www.nps.gov/hamp/index.htm,Hampton,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
HI,havo,National Park,Hawaiʻi Volcanoes National Park,https://www.nps.gov/havo/index.htm,Hawaiʻi Volcanoes,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
IA,heho,National Historic Site,Herbert Hoover National Historic Site,https://www.nps.gov/heho/index.htm,Herbert Hoover,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AL,hobe,National Military Park,Horseshoe Bend National Military Park,https://www.nps.gov/hobe/index.htm,Horseshoe Bend,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
OH,hocu,National Historical Park,Hopewell Culture National Historical Park,https://www.nps.gov/hocu/index.htm,Hopewell Culture,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
PA,hofu,National Historic Site,Hopewell Furnace National Historic Site,https://www.nps.gov/hofu/index.htm,Hopewell Furnace,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NE,home,National Historical Park,Homestead National Historical Park,https://www.nps.gov/home/index.htm,Homestead,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,hutr,National Historic Site,Hubbell Trading Post National Historic Site,https://www.nps.gov/hutr/index.htm,Hubbell Trading Post,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
IN,indu,National Park,Indiana Dunes National Park,https://www.nps.gov/indu/index.htm,Indiana Dunes,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AK,inup,,Iñupiat Heritage Center,https://www.nps.gov/inup/index.htm,Iñupiat Heritage Center,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MI,isro,National Park,Isle Royale National Park,https://www.nps.gov/isro/index.htm,Isle Royale,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
LA,jazz,National Historical Park,New Orleans Jazz National Historical Park,https://www.nps.gov/jazz/index.htm,New Orleans Jazz,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
LA,jela,National Historical Park and Preserve,Jean Lafitte National Historical Park and Preserve,https://www.nps.gov/jela/index.htm,Jean Lafitte,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
HI,kaho,National Historical Park,Kaloko-Honokōhau National Historical Park,https://www.nps.gov/kaho/index.htm,Kaloko-Honokōhau,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,keaq,,Kenilworth Park & Aquatic Gardens,https://www.nps.gov/keaq/index.htm,Kenilworth Park & Aquatic Gardens,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AK,klgo,National Historical Park,Klondike Gold Rush National Historical Park,https://www.nps.gov/klgo/index.htm,Klondike Gold Rush,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
ND,knri,National Historic Site,Knife River Indian Villages National Historic Site,https://www.nps.gov/knri/index.htm,Knife River Indian Villages,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
IN,libo,National Memorial,Lincoln Boyhood National Memorial,https://www.nps.gov/libo/index.htm,Lincoln Boyhood,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
IL,liho,National Historic Site,Lincoln Home National Historic Site,https://www.nps.gov/liho/index.htm,Lincoln Home,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,loea,National Historic Site,Lower East Side Tenement Museum National Historic Site,https://www.nps.gov/loea/index.htm,Lower East Side Tenement Museum,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MA,long,National Historic Site,Longfellow House Washington's Headquarters National Historic Site,https://www.nps.gov/long/index.htm,Longfellow House Washington's Headquarters,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MA,lowe,National Historical Park,Lowell National Historical Park,https://www.nps.gov/lowe/index.htm,Lowell,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
ME,maac,,Maine Acadian Culture,https://www.nps.gov/maac/index.htm,Maine Acadian Culture,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VT,mabi,National Historical Park,Marsh - Billings - Rockefeller National Historical Park,https://www.nps.gov/mabi/index.htm,Marsh - Billings - Rockefeller,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,mall,,**********National Mall**********,https://www.nps.gov/mall/index.htm,**********National Mall**********,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
GA,malu,National Historical Park,"Martin Luther King, Jr. National Historical Park",https://www.nps.gov/malu/index.htm,"Martin Luther King, Jr.",09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,mava,National Historic Site,Martin Van Buren National Historic Site,https://www.nps.gov/mava/index.htm,Martin Van Buren,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,moca,National Monument,Montezuma Castle National Monument,https://www.nps.gov/moca/index.htm,Montezuma Castle,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NC,mocr,National Battlefield,Moores Creek National Battlefield,https://www.nps.gov/mocr/index.htm,Moores Creek,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NJ,morr,National Historical Park,Morristown National Historical Park,https://www.nps.gov/morr/index.htm,Morristown,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,nama,,National Mall and Memorial Parks,https://www.nps.gov/nama/index.htm,National Mall and Memorial Parks,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,nava,National Monument,Navajo National Monument,https://www.nps.gov/nava/index.htm,Navajo,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"ID,MT,OR,WA",nepe,National Historical Park,Nez Perce National Historical Park,https://www.nps.gov/nepe/index.htm,Nez Perce,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
WV,neri,National Park & Preserve,New River Gorge National Park & Preserve,https://www.nps.gov/neri/index.htm,New River Gorge,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,npnh,,National Parks of New York Harbor,https://www.nps.gov/npnh/index.htm,National Parks of New York Harbor,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AS,npsa,,National Park of American Samoa,https://www.nps.gov/npsa/index.htm,National Park of American Samoa,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"AZ,CA,CO,NV,NM,UT",olsp,National Historic Trail,Old Spanish National Historic Trail,https://www.nps.gov/olsp/index.htm,Old Spanish,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TX,paal,National Historical Park,Palo Alto Battlefield National Historical Park,https://www.nps.gov/paal/index.htm,Palo Alto Battlefield,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NJ,pagr,National Historical Park,Paterson Great Falls National Historical Park,https://www.nps.gov/pagr/index.htm,Paterson Great Falls,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TX,pais,National Seashore,Padre Island National Seashore,https://www.nps.gov/pais/index.htm,Padre Island,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NM,peco,National Historical Park,Pecos National Historical Park,https://www.nps.gov/peco/index.htm,Pecos,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,pefo,National Park,Petrified Forest National Park,https://www.nps.gov/pefo/index.htm,Petrified Forest,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
OH,pevi,Memorial,Perry's Victory & International Peace Memorial,https://www.nps.gov/pevi/index.htm,Perry's Victory & International Peace,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MN,pipe,National Monument,Pipestone National Monument,https://www.nps.gov/pipe/index.htm,Pipestone,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,pisp,National Monument,Pipe Spring National Monument,https://www.nps.gov/pisp/index.htm,Pipe Spring,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CA,prsf,,Presidio of San Francisco,https://www.nps.gov/prsf/index.htm,Presidio of San Francisco,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VA,prwi,Park,Prince William Forest Park,https://www.nps.gov/prwi/index.htm,Prince William Forest,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
HI,puhe,National Historic Site,Puʻukoholā Heiau National Historic Site,https://www.nps.gov/puhe/index.htm,Puʻukoholā Heiau,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
HI,puho,National Historical Park,Puʻuhonua o Hōnaunau National Historical Park,https://www.nps.gov/puho/index.htm,Puʻuhonua o Hōnaunau,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CA,redw,National and State Parks,Redwood National and State Parks,https://www.nps.gov/redw/index.htm,Redwood,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MI,rira,National Battlefield Park,River Raisin National Battlefield Park,https://www.nps.gov/rira/index.htm,River Raisin,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,rocr,Park,Rock Creek Park,https://www.nps.gov/rocr/index.htm,Rock Creek,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
RI,rowi,National Memorial,Roger Williams National Memorial,https://www.nps.gov/rowi/index.htm,Roger Williams,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TX,saan,National Historical Park,San Antonio Missions National Historical Park,https://www.nps.gov/saan/index.htm,San Antonio Missions,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"CO,KS,MO,NM,OK",safe,National Historic Trail,Santa Fe National Historic Trail,https://www.nps.gov/safe/index.htm,Santa Fe,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CA,safr,National Historical Park,San Francisco Maritime National Historical Park,https://www.nps.gov/safr/index.htm,San Francisco Maritime,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NH,saga,National Historical Park,Saint-Gaudens National Historical Park,https://www.nps.gov/saga/index.htm,Saint-Gaudens,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,sagu,National Park,Saguaro National Park,https://www.nps.gov/sagu/index.htm,Saguaro,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,sahi,National Historic Site,Sagamore Hill National Historic Site,https://www.nps.gov/sahi/index.htm,Sagamore Hill,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
WA,sajh,National Historical Park,San Juan Island National Historical Park,https://www.nps.gov/sajh/index.htm,San Juan Island,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
PR,saju,National Historic Site,San Juan National Historic Site,https://www.nps.gov/saju/index.htm,San Juan,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,sapa,National Historic Site,Saint Paul's Church National Historic Site,https://www.nps.gov/sapa/index.htm,Saint Paul's Church,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,sara,National Historical Park,Saratoga National Historical Park,https://www.nps.gov/sara/index.htm,Saratoga,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NE,scbl,National Monument,Scotts Bluff National Monument,https://www.nps.gov/scbl/index.htm,Scotts Bluff,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"TN,MS",shil,National Military Park,Shiloh National Military Park,https://www.nps.gov/shil/index.htm,Shiloh,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AK,sitk,National Historical Park,Sitka National Historical Park,https://www.nps.gov/sitk/index.htm,Sitka,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MO,stge,National Historical Park,Ste. Geneviève National Historical Park,https://www.nps.gov/stge/index.htm,Ste. Geneviève,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
TN,stri,National Battlefield,Stones River National Battlefield,https://www.nps.gov/stri/index.htm,Stones River,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"DC,MD,VA",stsp,National Historic Trail,Star-Spangled Banner National Historic Trail,https://www.nps.gov/stsp/index.htm,Star-Spangled Banner,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
KS,tapr,National Preserve,Tallgrass Prairie National Preserve,https://www.nps.gov/tapr/index.htm,Tallgrass Prairie,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,thco,National Historic Site,Thomas Cole National Historic Site,https://www.nps.gov/thco/index.htm,Thomas Cole,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,thri,National Historic Site,Theodore Roosevelt Inaugural National Historic Site,https://www.nps.gov/thri/index.htm,Theodore Roosevelt Inaugural,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"IL,MS",till,National Monument,Emmett Till and Mamie Till-Mobley National Monument,https://www.nps.gov/till/index.htm,Emmett Till and Mamie Till-Mobley,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
RI,tosy,National Historic Site,Touro Synagogue National Historic Site,https://www.nps.gov/tosy/index.htm,Touro Synagogue,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"AL,AR,GA,IL,KY,MO,NC,OK,TN",trte,National Historic Trail,Trail Of Tears National Historic Trail,https://www.nps.gov/trte/index.htm,Trail Of Tears,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AZ,tuma,National Historical Park,Tumacácori National Historical Park,https://www.nps.gov/tuma/index.htm,Tumacácori,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MO,ulsg,National Historic Site,Ulysses S Grant National Historic Site,https://www.nps.gov/ulsg/index.htm,Ulysses S Grant,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
NY,vama,National Historic Site,Vanderbilt Mansion National Historic Site,https://www.nps.gov/vama/index.htm,Vanderbilt Mansion,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VI,viis,National Park,Virgin Islands National Park,https://www.nps.gov/viis/index.htm,Virgin Islands,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MN,voya,National Park,Voyageurs National Park,https://www.nps.gov/voya/index.htm,Voyageurs,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
OK,waba,National Historic Site,Washita Battlefield National Historic Site,https://www.nps.gov/waba/index.htm,Washita Battlefield,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
CT,wefa,National Historical Park,Weir Farm National Historical Park,https://www.nps.gov/wefa/index.htm,Weir Farm,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
DC,whho,,The White House and President's Park,https://www.nps.gov/whho/index.htm,The White House and President's Park,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
WA,whmi,National Historic Site,Whitman Mission National Historic Site,https://www.nps.gov/whmi/index.htm,Whitman Mission,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
MO,wicr,National Battlefield,Wilson's Creek National Battlefield,https://www.nps.gov/wicr/index.htm,Wilson's Creek,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
VA,wotr,,Wolf Trap National Park for the Performing Arts,https://www.nps.gov/wotr/index.htm,Wolf Trap National Park for the Performing Arts,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
AK,wrst,National Park & Preserve,Wrangell - St Elias National Park & Preserve,https://www.nps.gov/wrst/index.htm,Wrangell - St Elias,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
"ID,MT,WY",yell,National Park,Yellowstone National Park,https://www.nps.gov/yell/index.htm,Yellowstone,09DF0950-D319-4557-A57E-04CD2F63FF42,Arts and Culture
